constructorStandingsId,raceId,constructorId,points,position,positionText,wins
28197,1080,214,40,6,6,0
28198,1080,213,17,7,7,0
28199,1080,117,7,9,9,0
28200,1080,3,3,10,10,0
28201,1080,1,59,4,4,0
28202,1080,9,235,1,1,5
28203,1081,6,199,2,2,2
28204,1081,131,161,3,3,0
28205,1081,210,15,8,8,0
28206,1081,51,41,6,6,0
28207,1081,214,47,5,5,0
28208,1081,213,27,7,7,0
28209,1081,117,15,9,9,0
28210,1081,3,3,10,10,0
28211,1081,1,65,4,4,0
28212,1081,9,279,1,1,6
28232,1082,9,304,1,1,7
28231,1082,1,65,4,4,0
28230,1082,3,3,10,10,0
28228,1082,213,27,7,7,0
28225,1082,210,15,9,9,0
28223,1082,6,228,2,2,2
28224,1082,131,188,3,3,0
28229,1082,117,16,8,8,0
28227,1082,214,57,5,5,0
28226,1082,51,51,6,6,0
28233,1083,6,265,2,2,3
28234,1083,131,204,3,3,0
28235,1083,210,20,8,8,0
28236,1083,51,51,6,6,0
28237,1083,214,67,5,5,0
28238,1083,213,27,7,7,0
28239,1083,117,18,9,9,0
28240,1083,3,3,10,10,0
28241,1083,1,73,4,4,0
28242,1083,9,328,1,1,7
28243,1084,6,303,2,2,4
28244,1084,131,237,3,3,0
28245,1084,210,34,7,7,0
28246,1084,51,51,6,6,0
28247,1084,214,81,5,5,0
28248,1084,213,27,8,8,0
28249,1084,117,18,9,9,0
28250,1084,3,3,10,10,0
28251,1084,1,81,4,4,0
28252,1084,9,359,1,1,7
28253,1085,6,314,2,2,4
28254,1085,131,270,3,3,0
28255,1085,210,34,7,7,0
28256,1085,51,51,6,6,0
28257,1085,214,93,4,4,0
28258,1085,213,27,8,8,0
28259,1085,117,19,9,9,0
28260,1085,3,3,10,10,0
28261,1085,1,89,5,5,0
28262,1085,9,396,1,1,8
28263,1086,6,334,2,2,4
28264,1086,131,304,3,3,0
28265,1086,210,34,7,7,0
28266,1086,51,51,6,6,0
28267,1086,214,99,4,4,0
28268,1086,213,27,8,8,0
28269,1086,117,20,9,9,0
28270,1086,3,3,10,10,0
28271,1086,1,95,5,5,0
28272,1086,9,431,1,1,9
28273,1087,6,357,2,2,4
28274,1087,131,316,3,3,0
28275,1087,210,34,7,7,0
28276,1087,51,51,6,6,0
28277,1087,214,115,4,4,0
28278,1087,213,29,8,8,0
28279,1087,117,24,9,9,0
28280,1087,3,4,10,10,0
28281,1087,1,95,5,5,0
28282,1087,9,475,1,1,10
28283,1088,6,376,2,2,4
28284,1088,131,346,3,3,0
28285,1088,210,34,7,7,0
28286,1088,51,51,6,6,0
28287,1088,214,125,4,4,0
28288,1088,213,29,8,8,0
28289,1088,117,25,9,9,0
28290,1088,3,4,10,10,0
28291,1088,1,101,5,5,0
28292,1088,9,511,1,1,11
28293,1089,6,406,2,2,4
28294,1089,131,371,3,3,0
28295,1089,210,34,7,7,0
28296,1089,51,52,6,6,0
28297,1089,214,125,4,4,0
28298,1089,213,33,8,8,0
28299,1089,117,25,9,9,0
28300,1089,3,6,10,10,0
28301,1089,1,107,5,5,0
28302,1089,9,545,1,1,12
28303,1091,6,439,2,2,4
28304,1091,131,373,3,3,0
28305,1091,210,34,8,8,0
28306,1091,51,52,6,6,0
28307,1091,214,125,5,5,0
28308,1091,213,34,9,9,0
28309,1091,117,37,7,7,0
28310,1091,3,6,10,10,0
28311,1091,1,129,4,4,0
28312,1091,9,576,1,1,13
28332,1092,9,619,1,1,14
28331,1092,1,130,5,5,0
28328,1092,213,34,9,9,0
28325,1092,210,34,8,8,0
28323,1092,6,454,2,2,4
28330,1092,3,8,10,10,0
28324,1092,131,387,3,3,0
28327,1092,214,143,4,4,0
28329,1092,117,45,7,7,0
28326,1092,51,52,6,6,0
28370,1093,3,8,10,10,0
28371,1093,1,138,5,5,0
28367,1093,214,149,4,4,0
28363,1093,6,469,2,2,4
28369,1093,117,49,7,7,0
28368,1093,213,35,9,9,0
28366,1093,51,52,6,6,0
28365,1093,210,36,8,8,0
28364,1093,131,416,3,3,0
28382,1094,9,696,1,1,16
28381,1094,1,146,5,5,0
28378,1094,213,35,9,9,0
28375,1094,210,36,8,8,0
28373,1094,6,487,2,2,4
28380,1094,3,8,10,10,0
28374,1094,131,447,3,3,0
28377,1094,214,153,4,4,0
28379,1094,117,49,7,7,0
28376,1094,51,53,6,6,0
28372,1093,9,656,1,1,15
28383,1095,6,524,2,2,4
28384,1095,131,505,3,3,1
28385,1095,210,37,8,8,0
28386,1095,51,55,6,6,0
28387,1095,214,167,4,4,0
28388,1095,213,35,9,9,0
28389,1095,117,50,7,7,0
28390,1095,3,8,10,10,0
28391,1095,1,148,5,5,0
28392,1095,9,719,1,1,16
28393,1096,6,554,2,2,4
28394,1096,131,515,3,3,1
28395,1096,210,37,8,8,0
28396,1096,51,55,6,6,0
28397,1096,214,173,4,4,0
28398,1096,213,35,9,9,0
28399,1096,117,55,7,7,0
28400,1096,3,8,10,10,0
28401,1096,1,159,5,5,0
28402,1096,9,759,1,1,17
28492,1098,1,0,10,10,0
28491,1098,210,0,9,9,0
28490,1098,213,0,8,8,0
28489,1098,3,1,7,7,0
28488,1098,214,2,6,6,0
28487,1098,51,4,5,5,0
28486,1098,131,16,3,3,0
28485,1098,6,12,4,4,0
28484,1098,117,23,2,2,0
28483,1098,9,43,1,1,1
28444,1100,117,65,2,2,0
28443,1100,9,123,1,1,3
28442,1099,1,0,10,10,0
28440,1099,213,0,9,9,0
28439,1099,3,1,8,8,0
28437,1099,51,4,6,6,0
28435,1099,6,26,4,4,0
28441,1099,210,1,7,7,0
28438,1099,214,8,5,5,0
28434,1099,117,38,2,2,0
28436,1099,131,38,3,3,0
28433,1099,9,87,1,1,2
28445,1100,6,26,4,4,0
28446,1100,131,56,3,3,0
28447,1100,51,6,8,8,0
28448,1100,214,8,6,6,0
28449,1100,3,1,10,10,0
28450,1100,213,1,9,9,0
28451,1100,210,7,7,7,0
28452,1100,1,12,5,5,0
28453,1101,9,180,1,1,4
28454,1101,117,87,2,2,0
28455,1101,6,62,4,4,0
28456,1101,131,76,3,3,0
28457,1101,51,6,8,8,0
28458,1101,214,8,6,6,0
28459,1101,3,1,10,10,0
28460,1101,213,2,9,9,0
28461,1101,210,7,7,7,0
28462,1101,1,14,5,5,0
28463,1102,9,224,1,1,5
28464,1102,117,102,2,2,0
28465,1102,6,78,4,4,0
28466,1102,131,96,3,3,0
28467,1102,51,6,8,8,0
28468,1102,214,14,6,6,0
28469,1102,3,1,10,10,0
28470,1102,213,2,9,9,0
28471,1102,210,8,7,7,0
28472,1102,1,14,5,5,0
28473,1104,9,249,1,1,6
28474,1104,117,120,2,2,0
28475,1104,6,90,4,4,0
28476,1104,131,119,3,3,0
28477,1104,51,6,8,8,0
28478,1104,214,35,5,5,0
28479,1104,3,1,10,10,0
28480,1104,213,2,9,9,0
28481,1104,210,8,7,7,0
28482,1104,1,17,6,6,0
28493,1105,9,287,1,1,7
28494,1105,117,134,3,3,0
28495,1105,6,100,4,4,0
28496,1105,131,152,2,2,0
28497,1105,51,8,8,8,0
28498,1105,214,40,5,5,0
28499,1105,3,1,10,10,0
28500,1105,213,2,9,9,0
28501,1105,210,8,7,7,0
28502,1105,1,17,6,6,0
28522,1106,1,17,6,6,0
28521,1106,210,8,8,8,0
28520,1106,213,2,10,10,0
28519,1106,3,7,9,9,0
28518,1106,214,44,5,5,0
28517,1106,51,9,7,7,0
28516,1106,131,167,2,2,0
28515,1106,6,122,4,4,0
28514,1106,117,154,3,3,0
28513,1106,9,321,1,1,8
28541,1107,210,11,7,7,0
28539,1107,3,7,9,9,0
28535,1107,6,154,4,4,0
28534,1107,117,175,3,3,0
28540,1107,213,2,10,10,0
28542,1107,1,29,6,6,0
28538,1107,214,47,5,5,0
28533,1107,9,377,1,1,9
28537,1107,51,9,8,8,0
28536,1107,131,178,2,2,0
28543,1108,9,411,1,1,10
28544,1108,117,181,3,3,0
28545,1108,6,157,4,4,0
28546,1108,131,203,2,2,0
28547,1108,51,9,9,9,0
28548,1108,214,47,6,6,0
28549,1108,3,11,7,7,0
28550,1108,213,2,10,10,0
28551,1108,210,11,8,8,0
28552,1108,1,59,5,5,0
28553,1109,9,452,1,1,11
28554,1109,117,184,3,3,0
28555,1109,6,167,4,4,0
28556,1109,131,223,2,2,0
28557,1109,51,9,9,9,0
28558,1109,214,47,6,6,0
28559,1109,3,11,7,7,0
28560,1109,213,2,10,10,0
28561,1109,210,11,8,8,0
28562,1109,1,87,5,5,0
28563,1110,9,503,1,1,12
28564,1110,117,196,3,3,0
28565,1110,6,191,4,4,0
28566,1110,131,247,2,2,0
28567,1110,51,9,9,9,0
28568,1110,214,57,6,6,0
28569,1110,3,11,7,7,0
28570,1110,213,3,10,10,0
28571,1110,210,11,8,8,0
28572,1110,1,103,5,5,0
28573,1111,9,540,1,1,13
28574,1111,117,215,3,3,0
28575,1111,6,201,4,4,0
28576,1111,131,255,2,2,0
28577,1111,51,9,9,9,0
28578,1111,214,73,6,6,0
28579,1111,3,15,7,7,0
28580,1111,213,3,10,10,0
28581,1111,210,11,8,8,0
28582,1111,1,111,5,5,0
28583,1112,9,583,1,1,14
28584,1112,117,217,4,4,0
28585,1112,6,228,3,3,0
28586,1112,131,273,2,2,0
28587,1112,51,10,9,9,0
28588,1112,214,73,6,6,0
28589,1112,3,21,7,7,0
28590,1112,213,3,10,10,0
28591,1112,210,11,8,8,0
28592,1112,1,115,5,5,0
28593,1113,9,597,1,1,14
28594,1113,117,217,4,4,0
28595,1113,6,265,3,3,1
28596,1113,131,289,2,2,0
28597,1113,51,10,9,9,0
28598,1113,214,81,6,6,0
28599,1113,3,21,7,7,0
28600,1113,213,5,10,10,0
28601,1113,210,12,8,8,0
28602,1113,1,139,5,5,0
28603,1114,9,623,1,1,15
28604,1114,117,221,4,4,0
28605,1114,6,285,3,3,1
28606,1114,131,305,2,2,0
28607,1114,51,10,9,9,0
28608,1114,214,84,6,6,0
28609,1114,3,21,7,7,0
28610,1114,213,5,10,10,0
28611,1114,210,12,8,8,0
28612,1114,1,172,5,5,0
28660,1115,213,5,10,10,0
28658,1115,214,90,6,6,0
28662,1115,1,219,5,5,0
28661,1115,210,12,9,9,0
28659,1115,3,23,7,7,0
28657,1115,51,16,8,8,0
28656,1115,131,326,2,2,0
28655,1115,6,298,3,3,1
28654,1115,117,230,4,4,0
28653,1115,9,657,1,1,16
28671,1116,210,12,9,9,0
28669,1116,3,26,7,7,0
28665,1116,6,322,3,3,1
28672,1116,1,242,4,4,0
28670,1116,213,10,10,10,0
28668,1116,214,100,6,6,0
28667,1116,51,16,8,8,0
28666,1116,131,344,2,2,0
28664,1116,117,236,5,5,0
28663,1116,9,706,1,1,17
28673,1117,9,731,1,1,18
28674,1117,117,236,5,5,0
28675,1117,6,349,3,3,1
28676,1117,131,371,2,2,0
28677,1117,51,16,9,9,0
28678,1117,214,101,6,6,0
28679,1117,3,28,7,7,0
28680,1117,213,16,8,8,0
28681,1117,210,12,10,10,0
28682,1117,1,256,4,4,0
28683,1118,9,782,1,1,19
28684,1118,117,261,5,5,0
28685,1118,6,362,3,3,1
28686,1118,131,382,2,2,0
28687,1118,51,16,9,9,0
28688,1118,214,108,6,6,0
28689,1118,3,28,7,7,0
28690,1118,213,21,8,8,0
28691,1118,210,12,10,10,0
28692,1118,1,282,4,4,0
28693,1119,9,822,1,1,20
28694,1119,117,273,5,5,0
28695,1119,6,388,3,3,1
28696,1119,131,392,2,2,0
28697,1119,51,16,9,9,0
28698,1119,214,120,6,6,0
28699,1119,3,28,7,7,0
28700,1119,213,21,8,8,0
28701,1119,210,12,10,10,0
28702,1119,1,284,4,4,0
28703,1120,9,860,1,1,21
28704,1120,117,280,5,5,0
28705,1120,6,406,3,3,1
28706,1120,131,409,2,2,0
28707,1120,51,16,9,9,0
28708,1120,214,120,6,6,0
28709,1120,3,28,7,7,0
28710,1120,213,25,8,8,0
28711,1120,210,12,10,10,0
28712,1120,1,302,4,4,0
28713,1121,9,44,1,1,1
28714,1121,6,27,2,2,0
28715,1121,131,16,3,3,0
28716,1121,1,12,4,4,0
28717,1121,117,3,5,5,0
28718,1121,15,0,6,6,0
28719,1121,210,0,7,7,0
28720,1121,215,0,8,8,0
28721,1121,3,0,9,9,0
28722,1121,214,0,10,10,0
28723,1122,9,87,1,1,2
28724,1122,6,49,2,2,0
28725,1122,131,26,4,4,0
28726,1122,1,28,3,3,0
28727,1122,117,13,5,5,0
28728,1122,15,0,8,8,0
28729,1122,210,1,6,6,0
28730,1122,215,0,9,9,0
28731,1122,3,0,7,7,0
28732,1122,214,0,10,10,0
28752,1123,214,0,10,10,0
28750,1123,215,6,6,6,0
28748,1123,15,0,9,9,0
28747,1123,117,25,5,5,0
28746,1123,1,55,3,3,0
28745,1123,131,26,4,4,0
28751,1123,3,0,8,8,0
28749,1123,210,4,7,7,0
28744,1123,6,93,2,2,1
28743,1123,9,97,1,1,2
28753,1124,9,141,1,1,3
28754,1124,6,120,2,2,1
28755,1124,131,34,4,4,0
28756,1124,1,69,3,3,0
28757,1124,117,33,5,5,0
28758,1124,15,0,9,9,0
28759,1124,210,4,7,7,0
28760,1124,215,7,6,6,0
28761,1124,3,0,8,8,0
28762,1124,214,0,10,10,0
28784,1126,6,187,2,2,1
28783,1126,9,239,1,1,4
28782,1125,214,0,9,9,0
28780,1125,215,7,6,6,0
28779,1125,210,5,7,7,0
28778,1125,15,0,10,10,0
28777,1125,117,40,5,5,0
28774,1125,6,151,2,2,1
28781,1125,3,0,8,8,0
28776,1125,1,96,3,3,0
28775,1125,131,52,4,4,0
28773,1125,9,195,1,1,4
28785,1126,131,64,4,4,0
28786,1126,1,124,3,3,1
28787,1126,117,42,5,5,0
28788,1126,15,0,10,10,0
28789,1126,210,7,7,7,0
28790,1126,215,19,6,6,0
28791,1126,3,0,9,9,0
28792,1126,214,1,8,8,0
28793,1127,9,268,1,1,5
28794,1127,6,212,2,2,1
28795,1127,131,79,4,4,0
28796,1127,1,154,3,3,1
28797,1127,117,44,5,5,0
28798,1127,15,0,10,10,0
28799,1127,210,7,7,7,0
28800,1127,215,20,6,6,0
28801,1127,3,0,9,9,0
28802,1127,214,1,8,8,0
28803,1128,9,276,1,1,5
28804,1128,6,252,2,2,2
28805,1128,131,96,4,4,0
28806,1128,1,184,3,3,1
28807,1128,117,44,5,5,0
28808,1128,15,0,10,10,0
28809,1128,210,7,7,7,0
28810,1128,215,24,6,6,0
28811,1128,3,2,8,8,0
28812,1128,214,2,9,9,0
28813,1129,9,301,1,1,6
28814,1129,6,252,2,2,2
28815,1129,131,124,4,4,0
28816,1129,1,212,3,3,1
28817,1129,117,58,5,5,0
28818,1129,15,0,10,10,0
28819,1129,210,7,7,7,0
28820,1129,215,28,6,6,0
28821,1129,3,2,9,9,0
28822,1129,214,5,8,8,0
28823,1130,9,330,1,1,7
28824,1130,6,270,2,2,2
28825,1130,131,151,4,4,0
28826,1130,1,237,3,3,1
28827,1130,117,58,5,5,0
28828,1130,15,0,10,10,0
28829,1130,210,7,8,8,0
28830,1130,215,28,6,6,0
28831,1130,3,2,9,9,0
28832,1130,214,8,7,7,0
28833,1131,9,355,1,1,7
28834,1131,6,291,2,2,2
28835,1131,131,196,4,4,1
28836,1131,1,268,3,3,1
28837,1131,117,58,5,5,0
28838,1131,15,0,10,10,0
28839,1131,210,19,7,7,0
28840,1131,215,30,6,6,0
28841,1131,3,2,9,9,0
28842,1131,214,9,8,8,0
28843,1132,9,373,1,1,7
28844,1132,6,302,2,2,2
28845,1132,131,221,4,4,2
28846,1132,1,295,3,3,1
28847,1132,117,68,5,5,0
28848,1132,15,0,10,10,0
28849,1132,210,27,7,7,0
28850,1132,215,31,6,6,0
28851,1132,3,4,9,9,0
28852,1132,214,9,8,8,0
28853,1133,9,389,1,1,7
28854,1133,6,322,3,3,2
28855,1133,131,241,4,4,2
28856,1133,1,338,2,2,2
28857,1133,117,69,5,5,0
28858,1133,15,0,10,10,0
28859,1133,210,27,7,7,0
28860,1133,215,33,6,6,0
28861,1133,3,4,9,9,0
28862,1133,214,9,8,8,0
28882,1134,214,11,8,8,0
28880,1134,215,34,6,6,0
28879,1134,210,27,7,7,0
28878,1134,15,0,10,10,0
28877,1134,117,73,5,5,0
28875,1134,131,266,4,4,3
28874,1134,6,345,3,3,2
28881,1134,3,4,9,9,0
28876,1134,1,366,2,2,2
28873,1134,9,408,1,1,7
28883,1135,9,434,1,1,7
28884,1135,6,370,3,3,2
28885,1135,131,276,4,4,3
28886,1135,1,404,2,2,3
28887,1135,117,74,5,5,0
28888,1135,15,0,10,10,0
28889,1135,210,27,7,7,0
28890,1135,215,34,6,6,0
28891,1135,3,4,9,9,0
28892,1135,214,13,8,8,0
28893,1136,9,446,1,1,7
28894,1136,6,407,3,3,3
28895,1136,131,292,4,4,3
28896,1136,1,438,2,2,3
28897,1136,117,74,5,5,0
28898,1136,15,0,10,10,0
28899,1136,210,28,7,7,0
28900,1136,215,34,6,6,0
28901,1136,3,6,9,9,0
28902,1136,214,13,8,8,0
28903,1137,9,456,2,2,7
28904,1137,6,425,3,3,3
28905,1137,131,309,4,4,3
28906,1137,1,476,1,1,4
28907,1137,117,82,5,5,0
28908,1137,15,0,10,10,0
28909,1137,210,29,7,7,0
28910,1137,215,34,6,6,0
28911,1137,3,16,8,8,0
28912,1137,214,13,9,9,0
28913,1138,9,475,2,2,7
28914,1138,6,441,3,3,3
28915,1138,131,329,4,4,3
28916,1138,1,516,1,1,5
28917,1138,117,86,5,5,0
28918,1138,15,0,10,10,0
28919,1138,210,31,7,7,0
28920,1138,215,34,6,6,0
28921,1138,3,16,8,8,0
28922,1138,214,13,9,9,0
28923,1139,9,504,2,2,7
28924,1139,6,496,3,3,4
28925,1139,131,344,4,4,3
28926,1139,1,544,1,1,5
28927,1139,117,86,5,5,0
28928,1139,15,0,10,10,0
28929,1139,210,38,6,6,0
28930,1139,215,36,7,7,0
28931,1139,3,17,8,8,0
28932,1139,214,13,9,9,0
28933,1140,9,512,3,3,7
28934,1140,6,537,2,2,5
28935,1140,131,366,4,4,3
28936,1140,1,566,1,1,5
28937,1140,117,86,5,5,0
28938,1140,15,0,10,10,0
28939,1140,210,46,6,6,0
28940,1140,215,36,7,7,0
28941,1140,3,17,8,8,0
28942,1140,214,14,9,9,0
28943,1141,9,544,3,3,8
28944,1141,6,557,2,2,5
28945,1141,131,382,4,4,3
28946,1141,1,593,1,1,5
28947,1141,117,86,5,5,0
28948,1141,15,0,10,10,0
28949,1141,210,46,7,7,0
28950,1141,215,44,8,8,0
28951,1141,3,17,9,9,0
28952,1141,214,49,6,6,0
28953,1142,9,555,3,3,8
28954,1142,6,584,2,2,5
28955,1142,131,425,4,4,4
28956,1142,1,608,1,1,5
28957,1142,117,86,5,5,0
28958,1142,15,0,10,10,0
28959,1142,210,50,6,6,0
28960,1142,215,46,8,8,0
28961,1142,3,17,9,9,0
28962,1142,214,49,7,7,0
28963,1143,9,581,3,3,9
28964,1143,6,619,2,2,5
28965,1143,131,446,4,4,4
28966,1143,1,640,1,1,5
28967,1143,117,92,5,5,0
28968,1143,15,4,10,10,0
28969,1143,210,54,7,7,0
28970,1143,215,46,8,8,0
28971,1143,3,17,9,9,0
28972,1143,214,59,6,6,0
28973,1144,9,589,3,3,9
28974,1144,6,652,2,2,5
28975,1144,131,468,4,4,4
28976,1144,1,666,1,1,6
28977,1144,117,94,5,5,0
28978,1144,15,4,10,10,0
28979,1144,210,58,7,7,0
28980,1144,215,46,8,8,0
28981,1144,3,17,9,9,0
28982,1144,214,65,6,6,0
